commit,file,MI_Before,MI_After,CC_Before,CC_After,LOC_Before,LOC_After,MI_Change,CC_Change,LOC_Change,Semantic_Similarity,Token_Similarity,Semantic_Class,Token_Class,Classes_Agree
6d3f695a516c0cf1caaf1b7e119064c06af020f3,setup.py,75.42417966846843,75.42417966846843,0.0,0.0,36.0,37.0,0.0,0.0,1.0,0.999857366085052,0.9636162552773171,Minor,Minor,YES
ad7bcc919f064489de1e217cfbcb34bad5b44e5e,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996343255043031,0.25406637407730703,Minor,Major,NO
ad7bcc919f064489de1e217cfbcb34bad5b44e5e,pdf2zh/converter.py,14.093009723046727,14.717395174717554,137.0,135.0,1212.0,1212.0,0.624385451670827,-2.0,0.0,1.0,0.9942989415953281,Minor,Minor,YES
ad7bcc919f064489de1e217cfbcb34bad5b44e5e,pdf2zh/high_level.py,65.53897743825948,65.35604689707193,21.0,21.0,249.0,251.0,-0.182930541187545,0.0,2.0,0.9998083710670471,0.9814717111177891,Minor,Minor,YES
ad7bcc919f064489de1e217cfbcb34bad5b44e5e,pdf2zh/pdf2zh.py,50.41880464795191,50.6829109130215,17.0,17.0,349.0,350.0,0.264106265069592,0.0,1.0,0.9999998211860651,0.9978826977769061,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995864033699031,0.25406637407730703,Minor,Major,NO
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/cmapdb.py,18.220830076924823,19.85981456999312,164.0,164.0,471.0,471.0,1.6389844930682962,0.0,0.0,1.000000119209289,0.9927901418728261,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/converter.py,14.717395174717554,14.881658489144224,135.0,135.0,1212.0,1213.0,0.164263314426669,0.0,1.0,1.0,0.9916260425015001,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/encodingdb.py,60.63593111357677,61.2012101698262,32.0,32.0,126.0,127.0,0.5652790562494301,0.0,1.0,1.0,0.989450225868972,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/lzw.py,58.96448214981621,63.124394591162876,27.0,27.0,105.0,105.0,4.159912441346663,0.0,0.0,0.9999998807907101,0.9590191243389851,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdf2zh.py,50.6829109130215,54.49646188432992,17.0,17.0,350.0,350.0,3.813550971308416,0.0,0.0,0.9999998211860651,0.9883428935882461,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdfdocument.py,0.7719810938935441,2.167608375803937,273.0,273.0,1069.0,1069.0,1.395627281910393,0.0,0.0,1.000000119209289,0.9892255884680311,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdffont.py,7.870696047434154,7.9715588310672185,215.0,215.0,1189.0,1190.0,0.100862783633064,0.0,1.0,1.0,0.9986316186108771,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdfinterp.py,5.799190590255807,6.991086584055519,223.0,223.0,1042.0,1042.0,1.1918959937997111,0.0,0.0,0.9999999403953551,0.9919787900787611,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdfpage.py,58.93077908194612,59.59668203869266,32.0,32.0,194.0,194.0,0.6659029567465421,0.0,0.0,1.000000119209289,0.9931365137793441,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/pdfparser.py,59.360551533221155,61.47851982337798,41.0,41.0,166.0,166.0,2.117968290156824,0.0,0.0,1.0,0.973482973923478,Minor,Minor,YES
ac2e14192cdfee974bf8333688270c24453a8ebe,pdf2zh/psparser.py,18.32072862822159,21.514880107790557,145.0,143.0,656.0,656.0,3.194151479568965,-2.0,0.0,1.0,0.977938490955302,Minor,Minor,YES
72320d7ae381a3ba795ab0bbdb9c0c30ef5e7807,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999566078186035,0.25406637407730703,Minor,Major,NO
72320d7ae381a3ba795ab0bbdb9c0c30ef5e7807,pdf2zh/converter.py,14.881658489144224,14.893497609649602,135.0,135.0,1213.0,1215.0,0.011839120505378001,0.0,2.0,1.0,0.998059823479948,Minor,Minor,YES
71e207385a1ecd46c841ffb736b758f605f1e48c,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995043277740471,0.25406637407730703,Minor,Major,NO
71e207385a1ecd46c841ffb736b758f605f1e48c,pdf2zh/converter.py,14.893497609649602,14.668024144793419,135.0,135.0,1215.0,1233.0,-0.22547346485618203,0.0,18.0,1.0,0.9712796013372691,Minor,Minor,YES
1633684b63086a1eb299172ee07d2b8ba9ea2904,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999613404273986,0.25406637407730703,Minor,Major,NO
1633684b63086a1eb299172ee07d2b8ba9ea2904,pdf2zh/pdf2zh.py,54.49646188432992,53.24359896887361,17.0,17.0,350.0,351.0,-1.252862915456305,0.0,1.0,0.9999998211860651,0.9923400301795201,Minor,Minor,YES
880af44a509e462af7df5927ca506e1066a020b4,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996601343154901,0.25406637407730703,Minor,Major,NO
880af44a509e462af7df5927ca506e1066a020b4,pdf2zh/converter.py,14.668024144793419,14.6577841398376,135.0,135.0,1233.0,1233.0,-0.010240004955818002,0.0,0.0,1.0,0.9948487286546971,Minor,Minor,YES
7c1d1b8112b3d94bf4c99b173eb636139ba18d27,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999250054359436,0.25406637407730703,Minor,Major,NO
7c1d1b8112b3d94bf4c99b173eb636139ba18d27,pdf2zh/converter.py,14.6577841398376,14.622952216835394,135.0,135.0,1233.0,1233.0,-0.034831923002206,0.0,0.0,1.0,0.9992744683915681,Minor,Minor,YES
45685b5b8c7ff96116430f43921e02492a5d1720,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995365738868711,0.25406637407730703,Minor,Major,NO
fee8f64736e4ba423074e717c474a91ff31323db,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995095729827881,0.25406637407730703,Minor,Major,NO
fee8f64736e4ba423074e717c474a91ff31323db,pdf2zh/pdf2zh.py,53.24359896887361,53.03921326848613,17.0,17.0,351.0,350.0,-0.20438570038748302,0.0,-1.0,0.9999998211860651,0.9904146436212411,Minor,Minor,YES
644fb242301c97984434c0908c22e1d281cac6b4,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995073676109311,0.25406637407730703,Minor,Major,NO
644fb242301c97984434c0908c22e1d281cac6b4,pdf2zh/converter.py,14.622952216835394,14.100602722005096,135.0,135.0,1233.0,1251.0,-0.522349494830297,0.0,18.0,0.9999477863311761,0.9712964098912,Minor,Minor,YES
644fb242301c97984434c0908c22e1d281cac6b4,pdf2zh/high_level.py,65.35604689707193,65.13165129488632,21.0,21.0,251.0,257.0,-0.22439560218560903,0.0,6.0,0.999671459197998,0.981236839585598,Minor,Minor,YES
644fb242301c97984434c0908c22e1d281cac6b4,pdf2zh/pdf2zh.py,53.03921326848613,61.481850368676504,17.0,17.0,350.0,375.0,8.442637100190375,0.0,25.0,0.9997030496597291,0.9484070897415,Minor,Minor,YES
644fb242301c97984434c0908c22e1d281cac6b4,pdf2zh/pdfinterp.py,6.991086584055519,7.067382021112488,223.0,223.0,1042.0,1042.0,0.076295437056969,0.0,0.0,0.9999999403953551,0.9973309154816271,Minor,Minor,YES
0cdec984236981a43823129143baea93fe44b5e0,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996563196182251,0.25406637407730703,Minor,Major,NO
0cdec984236981a43823129143baea93fe44b5e0,pdf2zh/converter.py,14.100602722005096,14.125158280045904,135.0,135.0,1251.0,1253.0,0.024555558040807002,0.0,2.0,1.0,0.992643998292506,Minor,Minor,YES
0cdec984236981a43823129143baea93fe44b5e0,pdf2zh/pdfinterp.py,7.067382021112488,5.8742507817059,223.0,227.0,1042.0,1051.0,-1.193131239406588,4.0,9.0,0.9999999403953551,0.985706732170006,Minor,Minor,YES
7eb54098c78579db96658688b74f1fdfb5f08e2d,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996370077133171,0.25406637407730703,Minor,Major,NO
7eb54098c78579db96658688b74f1fdfb5f08e2d,pdf2zh/converter.py,14.125158280045904,14.626340553924285,135.0,135.0,1253.0,1258.0,0.501182273878381,0.0,5.0,1.0,0.9836978805120541,Minor,Minor,YES
bfa0e93083c13540bc1ac90abd981e9fcc542451,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996028542518611,0.25406637407730703,Minor,Major,NO
bfa0e93083c13540bc1ac90abd981e9fcc542451,pdf2zh/high_level.py,65.13165129488632,64.70943208272669,21.0,22.0,257.0,259.0,-0.42221921215963204,1.0,2.0,1.0,0.9881532349422341,Minor,Minor,YES
bfa0e93083c13540bc1ac90abd981e9fcc542451,pdf2zh/pdfinterp.py,5.8742507817059,5.739747857729298,227.0,228.0,1051.0,1051.0,-0.13450292397660202,1.0,0.0,0.9999999403953551,0.997057090874201,Minor,Minor,YES
f511dfddab973e911fcb4003ea6b242ebde84d4e,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999552071094512,0.25406637407730703,Minor,Major,NO
f511dfddab973e911fcb4003ea6b242ebde84d4e,pdf2zh/converter.py,14.626340553924285,14.61540304627975,135.0,135.0,1258.0,1261.0,-0.010937507644534002,0.0,3.0,1.0,0.997101335599564,Minor,Minor,YES
f511dfddab973e911fcb4003ea6b242ebde84d4e,pdf2zh/pdf2zh.py,61.481850368676504,61.54165317302312,17.0,17.0,375.0,376.0,0.05980280434661701,0.0,1.0,0.9999997615814201,0.997953751343391,Minor,Minor,YES
0dbce3437765fada2d1ce89a27faeda614ed9fa5,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996407032012941,0.25406637407730703,Minor,Major,NO
0dbce3437765fada2d1ce89a27faeda614ed9fa5,pdf2zh/converter.py,14.61540304627975,14.682406722982227,135.0,135.0,1261.0,1261.0,0.067003676702476,0.0,0.0,1.0,0.9956911186347981,Minor,Minor,YES
0dbce3437765fada2d1ce89a27faeda614ed9fa5,pdf2zh/high_level.py,64.70943208272669,64.01350168738958,22.0,23.0,259.0,263.0,-0.6959303953371141,1.0,4.0,0.9999482035636901,0.984276930301289,Minor,Minor,YES
0dbce3437765fada2d1ce89a27faeda614ed9fa5,pdf2zh/pdf2zh.py,61.54165317302312,60.73954691753416,17.0,18.0,376.0,381.0,-0.8021062554889581,1.0,5.0,0.9999668598175041,0.971479175930759,Minor,Minor,YES
0dbce3437765fada2d1ce89a27faeda614ed9fa5,pdf2zh/pdfinterp.py,5.739747857729298,5.739747857729298,228.0,228.0,1051.0,1051.0,0.0,0.0,0.0,0.9999999403953551,0.998087509699469,Minor,Minor,YES
1635978ff68b70fcc6499c7ab52584becc29c417,pdf2zh/converter.py,14.682406722982227,14.553117968519327,135.0,135.0,1261.0,1277.0,-0.1292887544629,0.0,16.0,1.0,0.9777614193784061,Minor,Minor,YES
1635978ff68b70fcc6499c7ab52584becc29c417,pdf2zh/high_level.py,64.01350168738958,63.212904904107035,23.0,23.0,263.0,273.0,-0.800596783282543,0.0,10.0,0.9997363686561581,0.9645119524470901,Minor,Minor,YES
1635978ff68b70fcc6499c7ab52584becc29c417,pdf2zh/pdf2zh.py,60.73954691753416,60.71884942690779,18.0,18.0,381.0,385.0,-0.020697490626375003,0.0,4.0,0.9998891353607171,0.9885501796610211,Minor,Minor,YES
1635978ff68b70fcc6499c7ab52584becc29c417,pdf2zh/pdfpage.py,59.59668203869266,59.31826595338524,32.0,32.0,194.0,196.0,-0.278416085307419,0.0,2.0,1.000000119209289,0.9904473091274131,Minor,Minor,YES
fef0d1efe2e8e2e5754b72adae4e5f37e1390031,pdf2zh/pdf2zh.py,60.71884942690779,60.671721324235,18.0,19.0,385.0,390.0,-0.047128102672786006,1.0,5.0,0.9997669458389281,0.98609030403201,Minor,Minor,YES
fef0d1efe2e8e2e5754b72adae4e5f37e1390031,setup.py,75.42417966846843,75.42417966846843,0.0,0.0,37.0,39.0,0.0,0.0,2.0,0.9996509552001951,0.95065068042233,Minor,Minor,YES
588de9f52201b6e00830788dd095c9769cf8db16,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9997008442878721,0.25406637407730703,Minor,Major,NO
588de9f52201b6e00830788dd095c9769cf8db16,setup.py,75.42417966846843,75.42417966846843,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.999371886253356,0.8586318035793811,Minor,Minor,YES
d6b76bf1a56528ad6902a3f97bf54030693f1ff2,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9990048408508301,0.25406637407730703,Minor,Major,NO
d6b76bf1a56528ad6902a3f97bf54030693f1ff2,pdf2zh/converter.py,14.553117968519327,14.34370871612197,135.0,135.0,1277.0,1277.0,-0.20940925239735703,0.0,0.0,1.0,0.9967244066738331,Minor,Minor,YES
d18abc57f7fe9004ff385f2e407ab5784b016c0d,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996416568756101,0.25406637407730703,Minor,Major,NO
d18abc57f7fe9004ff385f2e407ab5784b016c0d,pdf2zh/converter.py,14.34370871612197,14.553117968519327,135.0,135.0,1277.0,1277.0,0.20940925239735703,0.0,0.0,1.0,0.9988154496779861,Minor,Minor,YES
953764773ee836a8f134dd957cac444205897a02,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9997317790985101,0.25406637407730703,Minor,Major,NO
953764773ee836a8f134dd957cac444205897a02,pdf2zh/converter.py,14.553117968519327,14.387262900436975,135.0,135.0,1277.0,1252.0,-0.165855068082352,0.0,-25.0,1.0,0.9660257456835001,Minor,Minor,YES
953764773ee836a8f134dd957cac444205897a02,pdf2zh/pdf2zh.py,60.671721324235,48.89597601731163,19.0,19.0,390.0,189.0,-11.775745306923369,0.0,-201.0,1.000000119209289,0.14720346072738702,Minor,Major,NO
b92901d9e36e30a105d52c8041850d6b1eda0633,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999510943889617,0.25406637407730703,Minor,Major,NO
b92901d9e36e30a105d52c8041850d6b1eda0633,pdf2zh/converter.py,14.387262900436975,14.353122682706877,135.0,135.0,1252.0,1258.0,-0.034140217730097004,0.0,6.0,1.0,0.9872208392628291,Minor,Minor,YES
b8f0c82e4e13ea55d85436a9c8a97007f2226ff4,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9997253417968751,0.25406637407730703,Minor,Major,NO
b8f0c82e4e13ea55d85436a9c8a97007f2226ff4,pdf2zh/converter.py,14.353122682706877,13.350955506503874,135.0,135.0,1258.0,1268.0,-1.002167176203002,0.0,10.0,1.0,0.949226068221358,Minor,Minor,YES
b8f0c82e4e13ea55d85436a9c8a97007f2226ff4,pdf2zh/utils.py,24.972284416858685,24.76444182052368,125.0,126.0,816.0,819.0,-0.20784259633500501,1.0,3.0,1.0,0.9930566807671851,Minor,Minor,YES
f3fee2b08efb5ae4aa3c3458cc0ade4971e70736,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.999710798263549,0.25406637407730703,Minor,Major,NO
f3fee2b08efb5ae4aa3c3458cc0ade4971e70736,pdf2zh/converter.py,13.350955506503874,13.330915691276754,135.0,135.0,1268.0,1277.0,-0.020039815227120002,0.0,9.0,1.0,0.985636785184648,Minor,Minor,YES
a91b9c674344710ef37684fe0c00433b8c2f5b00,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996486902236931,0.25406637407730703,Minor,Major,NO
a91b9c674344710ef37684fe0c00433b8c2f5b00,pdf2zh/converter.py,13.330915691276754,13.411176253156007,135.0,135.0,1277.0,1280.0,0.08026056187925301,0.0,3.0,1.0,0.9962503562137651,Minor,Minor,YES
51ed3f0c18500f6c8fcbb184874694df74d555fc,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9995890855789181,0.25406637407730703,Minor,Major,NO
51ed3f0c18500f6c8fcbb184874694df74d555fc,pdf2zh/converter.py,13.411176253156007,13.43882800307053,135.0,135.0,1280.0,1288.0,0.027651749914522003,0.0,8.0,1.0,0.9890637162025431,Minor,Minor,YES
9e8b2519c9cfb76e537bc86e6cef6309f5bae04b,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9996712207794191,0.25406637407730703,Minor,Major,NO
9e8b2519c9cfb76e537bc86e6cef6309f5bae04b,pdf2zh/converter.py,13.43882800307053,13.400297154219912,135.0,135.0,1288.0,1285.0,-0.038530848850617,0.0,-3.0,1.0,0.9904564683441561,Minor,Minor,YES
b8b02a10127be249f05cbc6e0c8f186af27809f9,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9997223615646361,0.25406637407730703,Minor,Major,NO
b8b02a10127be249f05cbc6e0c8f186af27809f9,pdf2zh/converter.py,13.400297154219912,14.964486929349063,135.0,135.0,1285.0,1293.0,1.564189775129151,0.0,8.0,1.0,0.968713757852467,Minor,Minor,YES
b8b02a10127be249f05cbc6e0c8f186af27809f9,pdf2zh/pdf2zh.py,48.89597601731163,48.89597601731163,19.0,19.0,189.0,189.0,0.0,0.0,0.0,1.000000119209289,0.9942229132097841,Minor,Minor,YES
8e862c4372093e0d2a515ba172eec991ad96f684,pdf2zh/__init__.py,100.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.9990218281745911,0.25406637407730703,Minor,Major,NO
8e862c4372093e0d2a515ba172eec991ad96f684,pdf2zh/converter.py,14.964486929349063,14.964486929349063,135.0,135.0,1293.0,1293.0,0.0,0.0,0.0,1.0,0.9972422342258961,Minor,Minor,YES
