File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./OpenCC/deps/google-benchmark/src/sysinfo.cc,276,23,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,"    if (!ReadFromFile(StrCat(fpath, ""type""), &info.type))",949519caaeb7509e56ecff56e3056270a412912d0faab8101aaa8955bef6b7c4,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/google-benchmark/src/sysinfo.cc,278,23,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,"    if (!ReadFromFile(StrCat(fpath, ""level""), &info.level))",3819bf3104afd3c7aa0b7267a62d7c500b9e9651554432d672496b32bfcbb786,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/google-benchmark/src/sysinfo.cc,281,23,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,"    if (!ReadFromFile(StrCat(fpath, ""shared_cpu_map""), &map_str))",3ca8fefbb7351a2358078a655dfbf8f0df2983367b9cf98e6e0ad8452deb7481,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/google-benchmark/src/timers.cc,21,8,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,#undef StrCat  // Don't let StrCat in string_util.h be renamed to lstrcatA,be97aa49577f0d37ffa5a9010b9e82f58fad6e188a839c5b6406e6a6a1a20d20,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/google-benchmark/src/timers.cc,191,51,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,#error Per-thread timing is not available on your system.,7107b875ae7ea60f7f1f91a55baf0d2588e9861e2d0faa05b817e1f112250fb3,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/gtest-message.h,162,19,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,    *ss_ << absl::StrCat(val);,fc58a3572500b030bb8783c549dcfb0c8da32e9bbcf9034fe9ff49c08c8272d2,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/gtest-printers.h,299,18,4,4,buffer,StrCat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,    *os << absl::StrCat(value);,80958d4657585b645ad3cbd2be6af4e591aab1fadac717e135a15399c63f0a2e,2.0.19,FF1007,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-death-test-internal.h,201,5,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,    fprintf(                                                                 \,bbf55fcbae6c8f368fe3fc39f59862dd2e09b43f707b89a049faaa6063b82daf,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-port.h,803,25,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"  __attribute__((format(printf, string_index, first_to_check)))",2b13a43efc5e1cd8203e216b28ac26eedc4794691077dcee439d2816bb577593,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-port.h,2211,25,4,4,format,_snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define GTEST_SNPRINTF_ _snprintf,2753f624abbbf993d0fd023494106d8a60cd3a61fbc90fbab768bd14da144148,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-port.h,2213,25,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define GTEST_SNPRINTF_ snprintf,de076dc462cbaca917c4777eceb1df7b9cb7551f0d9c3cd7e8bb3e03fb458a0e,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-death-test.cc,1206,3,4,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"  execv(args->argv[0], args->argv);",408119309c8591bf6ac21def884ef81ddb55511c42112acac2c63d395de2d5ea,2.0.19,FF1043,https://cwe.mitre.org/data/definitions/78.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,135,9,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define vsnprintf _vsnprintf,0163a4288d026df4a3e410764c13120a2e4244018d71e8d12f9a94570460e4e5,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,3314,5,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"    vprintf(fmt, args);",32aafab62bda8cf090bbce6d0efbb71f9cb7c029e79a7c784f4fef3986ec7ae4,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,3336,3,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"  vprintf(fmt, args);",32aafab62bda8cf090bbce6d0efbb71f9cb7c029e79a7c784f4fef3986ec7ae4,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,3343,3,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"  vprintf(fmt, args);",32aafab62bda8cf090bbce6d0efbb71f9cb7c029e79a7c784f4fef3986ec7ae4,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/test/googletest-death-test-test.cc,1335,9,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"        fprintf(stderr, InDeathTestChild() ? ""Inside"" : ""Outside"");",e94453369859b092532ca952228d7dd70f76106fc2ea69594dddab11ed397bdb,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/deps/googletest-1.15.0/googletest/test/googletest-death-test-test.cc,1347,9,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"        fprintf(stderr, InDeathTestChild() ? ""Inside"" : ""Outside"");",e94453369859b092532ca952228d7dd70f76106fc2ea69594dddab11ed397bdb,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./OpenCC/src/BinaryDict.cpp,174,5,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"    strcpy(pKeyBuffer, entry->Key().c_str());",724c03793e757c1b5efea84194da7a406371c9fce225bda4189f381933255f25,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/src/BinaryDict.cpp,180,7,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"      strcpy(pValueBuffer, svEntry->Value().c_str());",0524131a9d6047acd277e94d78038cec4eb38e5c9dad34a51777da9f8db8329a,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/src/BinaryDict.cpp,187,9,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"        strcpy(pValueBuffer, value.c_str());",d7858f07563a38bdf1be3c60d9008b076c873403ff143729b663796e79a244f7,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/src/Converter.cpp,35,3,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"  strcpy(output, converted.c_str());",ddd09e49f846e8a093574fabf3eaeb3bfa9b933afc7c19f26f6d40c58074bcad,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/src/SerializedValues.cpp,129,7,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"      strcpy(pValueBuffer, value.c_str());",d7858f07563a38bdf1be3c60d9008b076c873403ff143729b663796e79a244f7,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./OpenCC/test/CommandLineConvertTest.cpp,149,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"  ASSERT_EQ(0, system(TestCommand(config, inputFile, outputFile).c_str()));",e0cf95899e9fccb0a6b014695f5d8aa20289fb6289adf0a60b35adfbfe7a4ca4,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
./OpenCC/test/CommandLineConvertTest.cpp,166,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"  ASSERT_EQ(0, system(TestCommand(config, outputFile, outputFile).c_str()));",4bcbf577df6153a29c5945e448451ef12e88bead74cc00b36d5f9c085b6b90fe,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
./OpenCC/deps/google-benchmark/src/colorprint.cc,174,28,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20","  const char* const term = getenv(""TERM"");",7c4f16a5dd7465b19c4046ec577d216e5598da2dbd33200ee8a86e9e5c47a175,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/src/commandlineflags.cc,127,33,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const value_str = getenv(env_var.c_str());,6a10e88dfe1ed857e73c544d94d505de352a7091dccf7d339cf3e67116fbf0ed,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/src/commandlineflags.cc,134,33,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const value_str = getenv(env_var.c_str());,6a10e88dfe1ed857e73c544d94d505de352a7091dccf7d339cf3e67116fbf0ed,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/src/commandlineflags.cc,147,33,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const value_str = getenv(env_var.c_str());,6a10e88dfe1ed857e73c544d94d505de352a7091dccf7d339cf3e67116fbf0ed,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/src/commandlineflags.cc,160,29,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const value = getenv(env_var.c_str());,e6c4582162fceffe1887f97f53251d401c2532dd1626ca721300396561c7ae41,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/src/commandlineflags.cc,168,33,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const value_str = getenv(env_var.c_str());,6a10e88dfe1ed857e73c544d94d505de352a7091dccf7d339cf3e67116fbf0ed,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/test/commandlineflags_gtest.cc,15,23,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",    char* env_value = getenv(name);,0069ebe611b6d0354a1b3df15d52ee4fcc6ca51f2e7128c9147049d33d437860,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/google-benchmark/test/output_test_helper.cc,481,20,3,3,tmpfile,GetTempFileName,"Temporary file race condition in certain cases (e.g., if run as SYSTEM in many versions of Windows) (CWE-377).",,,CWE-377,static std::string GetTempFileName() {,8804fb639fb2126105480eeb48c3d0d610e7a11a9932668b141db56e2c73ea09,2.0.19,FF1042,https://cwe.mitre.org/data/definitions/377.html
./OpenCC/deps/google-benchmark/test/output_test_helper.cc,498,31,3,3,tmpfile,GetTempFileName,"Temporary file race condition in certain cases (e.g., if run as SYSTEM in many versions of Windows) (CWE-377).",,,CWE-377,  std::string tmp_file_name = GetTempFileName();,6fa6e5ef4a6f248671ea7e0a14beafc88656e308274f16f80cb9905e8e22bebe,2.0.19,FF1042,https://cwe.mitre.org/data/definitions/377.html
./OpenCC/deps/googletest-1.15.0/googlemock/test/gmock-matchers-misc_test.cc,586,5,3,3,random,srand,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,    srand(static_cast<unsigned int>(seed));,b03613e5e7c174b192462b1d59d6aeb8bfbdc524da4f4295cebb5993fb0a9d7a,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/gtest.h,843,39,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,  void ShuffleTests(internal::Random* random);,2258a689b7fb360298dee7a2a97ef71716277b4ecec2b3412e98231924a548c7,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-port.h,2180,27,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  const char* const env = getenv(name);,6c9c1a37e46dec87a25c9c139ada658e7a2ac70ef63217cbaf65bdce77115d76,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/googletest-1.15.0/googletest/include/gtest/internal/gtest-port.h,2183,10,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",  return getenv(name);,9065dd259e91d8c4b408ff31f1786e81185492c7095dd1a2c4aa111e91f8a0bc,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-internal-inl.h,305,37,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"void ShuffleRange(internal::Random* random, int begin, int end,",9806393a1dfdac5ed0c6a725daca90a65a03ca685ca065e2f9ea18d716083167,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-internal-inl.h,329,39,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"inline void Shuffle(internal::Random* random, std::vector<E>* v) {",2beafb832478f260b9d17381feb280d7c108ef6c666a48b1ea751862400b80e5,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-internal-inl.h,330,16,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"  ShuffleRange(random, 0, static_cast<int>(v->size()), v);",63032caa493d779d7e6fd952cb2ea6f4460f7a039ae80815a0a6e1a6bcd2fd3c,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-internal-inl.h,815,21,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,  internal::Random* random() { return &random_; },563419f57327ec1af66ab292b011d4713272584d85c458826f727986139f331c,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-port.cc,310,5,3,3,misc,InitializeCriticalSection,Exceptions can be thrown in low-memory situations.,Use InitializeCriticalSectionAndSpinCount instead.,,,  ::InitializeCriticalSection(critical_section_);,9591db197ddfb6ebec7b0b5a9aa806b1c63eac5c5709da831e92cd8673d147f5,2.0.19,FF1057,)
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest-port.cc,398,11,3,3,misc,InitializeCriticalSection,Exceptions can be thrown in low-memory situations.,Use InitializeCriticalSectionAndSpinCount instead.,,,        ::InitializeCriticalSection(critical_section_);,9591db197ddfb6ebec7b0b5a9aa806b1c63eac5c5709da831e92cd8673d147f5,2.0.19,FF1057,)
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,3099,48,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,void TestSuite::ShuffleTests(internal::Random* random) {,317616daf0d658d3ef928df19577c021c71aacf1c6baf9bcb14ef98ca0f78af5,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,3100,11,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"  Shuffle(random, &test_indices_);",131cb818f54b9ab8c43a673f74bc70f394b20a8356d6ff0c636916a3dccf9a04,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,5928,7,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,      random()->Reseed(static_cast<uint32_t>(random_seed_));,e144abb6d0fdb10a9b0ea7358e69fbcdcce00ee4f99df6e7d3d89f1a5ba7d9fd,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,6317,16,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"  ShuffleRange(random(), 0, last_death_test_suite_ + 1, &test_suite_indices_);",be189340734f596013b315270b7ee662b050f1a9ff72969d4c952e59e2b0c53f,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,6320,16,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"  ShuffleRange(random(), last_death_test_suite_ + 1,",7c0314fe23e1bcf29297c1e7f447a0c7a5dc0dd3b3e72bb71b110eedc9261cb0,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/src/gtest.cc,6325,30,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,    test_suite->ShuffleTests(random());,431dfb71e532002d0be6b711eeae96392caf8fe7cad784b3bb29e81bbeb553c7,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_dirs_test.cc,20,29,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",    const char* old_value = getenv(name);,6463c9391de8670ca14811b6872684d74689682715f2b16faa9c32909f6527ea,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_unittest.cc,446,26,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20","    if (const char* tz = getenv(""TZ"")) {",5503c73c1890044fe076c1c5c78fe021649d6923d026938eff925419ccf8bd28,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_unittest.cc,791,29,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,  testing::internal::Random random(42);,4517d17dec7d9c4bb6854c10d30caaaa91a27da0afaefd5725d4f7f7e48b1f24,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_unittest.cc,792,29,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"  EXPECT_DEATH_IF_SUPPORTED(random.Generate(0),",cef28e130cae89535ed0e80154b665160fb9672f4f08f9cc5b3ce1f88a0f8a3a,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_unittest.cc,795,7,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,"      random.Generate(testing::internal::Random::kMaxRange + 1),",10bf7a65ad26824c4abd5368ee75d5ab5e6525aba751ed79fced66e56d4ff441,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./OpenCC/deps/googletest-1.15.0/googletest/test/gtest_unittest.cc,802,29,3,3,random,random,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,  testing::internal::Random random(12345);,10ddd19d0ae94604c91ff4bd70c4c09eed94301446fb1b556febea853ed932bc,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
